,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Cruce,Dirección Normalizada,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO
585,2020-0066,1,2020-12-07,2020,12,7,04:30:00,4,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin Cruce,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
586,2020-0067,1,2020-12-11,2020,12,11,22:00:00,22,SAENZ AV. Y BEAZLEY,AVENIDA,SAENZ AV.,BEAZLEY,SAENZ AV. y BEAZLEY,4,PEATON-PASAJEROS,PEATON,PASAJEROS
587,2020-0068,1,2020-12-12,2020,12,12,20:30:00,20,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,DEL LIBERTADOR AV.,AUSTRIA,DEL LIBERTADOR AV. y AUSTRIA,2,MOTO-AUTO,MOTO,AUTO
588,2020-0069,1,2020-12-15,2020,12,15,05:20:00,5,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,INDEPENDENCIA AV.,"SAENZ PE?A, LUIS, PRES.","INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,MOTO-PASAJEROS,MOTO,PASAJEROS
589,2020-0070,1,2020-12-17,2020,12,17,15:35:00,15,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,CALLAO AV.,"LAS HERAS, GENERAL","CALLAO AV. y LAS HERAS, GENERAL",2,PEATON-PASAJEROS,PEATON,PASAJEROS
590,2020-0071,1,2020-12-17,2020,12,17,23:00:00,23,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7,PEATON-AUTO,PEATON,AUTO
591,2020-0072,1,2020-12-19,2020,12,19,03:30:00,3,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,JUJUY AV.,"CALVO, CARLOS","JUJUY AV. y CALVO, CARLOS",3,BICICLETA-AUTO,BICICLETA,AUTO
592,2020-0073,1,2020-12-20,2020,12,20,07:40:00,7,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
593,2020-0074,1,2020-12-20,2020,12,20,21:00:00,21,BOGOTA Y NAZCA AV.,AVENIDA,BOGOTA,NAZCA AV.,BOGOTA y NAZCA AV.,7,AUTO-AUTO,AUTO,AUTO
594,2020-0075,1,2020-12-23,2020,12,23,14:00:00,14,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,CORRIENTES AV.,9 DE JULIO AV.,CORRIENTES AV. y 9 DE JULIO AV.,1,PEATON-PASAJEROS,PEATON,PASAJEROS
595,2020-0076,1,2020-12-24,2020,12,24,12:30:00,12,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,ALVAREZ JONTE AV.,CHIVILCOY,ALVAREZ JONTE AV. y CHIVILCOY,10,AUTO-PASAJEROS,AUTO,PASAJEROS
596,2020-0077,2,2020-12-25,2020,12,25,06:40:00,6,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,15,MOTO-AUTO,MOTO,AUTO
597,2020-0078,1,2020-12-25,2020,12,25,05:50:00,5,BARCO CENTENERA DEL 1118,CALLE,BARCO CENTENERA DEL,Sin Cruce,BARCO CENTENERA DEL 1118,7,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
598,2020-0079,1,2020-12-27,2020,12,27,04:15:00,4,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
599,2021-0001,1,2021-01-06,2021,1,6,18:00:00,18,AU FRONDIZI KM. 3,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin Cruce,AU FRONDIZI KM. 3,1,MOTO-AUTO,MOTO,AUTO
600,2021-0002,1,2021-01-07,2021,1,7,10:20:00,10,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,"CASTRO, EMILIO AV.",MURGUIONDO,"CASTRO, EMILIO AV. y MURGUIONDO",9,MOTO-CARGAS,MOTO,CARGAS
601,2021-0003,1,2021-01-10,2021,1,10,07:40:00,7,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin Cruce,AUTOPISTA 25 DE MAYO KM. 3.7,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
602,2021-0004,1,2021-01-11,2021,1,11,09:12:18,9,CASEROS AV. Y GUARANI,AVENIDA,CASEROS AV.,GUARANI,CASEROS AV. y GUARANI,5,PEATON-CARGAS,PEATON,CARGAS
603,2021-0005,1,2021-01-11,2021,1,11,21:30:00,21,"PERON, EVA AV. 3800",AVENIDA,"PERON, EVA AV.",Sin Cruce,"PERON, EVA AV. 3800",9,PEATON-AUTO,PEATON,AUTO
604,2021-0006,1,2021-01-12,2021,1,12,21:00:00,21,AU ILLIA y SARMIENTO AV.,AUTOPISTA,AUTOPISTA ARTURO ILLIA,SARMIENTO AV.,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14,MOTO-CARGAS,MOTO,CARGAS
605,2021-0007,1,2021-01-18,2021,1,18,10:00:00,10,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,DE LOS CONSTITUYENTES AV.,GIRIBONE,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,MOTO-MOTO,MOTO,MOTO
606,2021-0008,1,2021-01-22,2021,1,22,23:30:00,23,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV.","SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,PEATON-PASAJEROS,PEATON,PASAJEROS
607,2021-0009,1,2021-01-23,2021,1,23,05:30:00,5,PAYSANDU Y GAONA,AVENIDA,PAYSANDU,GAONA AV.,PAYSANDU y GAONA AV.,6,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
608,2021-0010,1,2021-01-23,2021,1,23,08:00:00,8,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,MOTO-AUTO,MOTO,AUTO
609,2021-0011,1,2021-01-27,2021,1,27,01:04:26,1,SANTA FE AV. 1675,AVENIDA,SANTA FE AV.,Sin Cruce,SANTA FE AV. 1675,2,PEATON-AUTO,PEATON,AUTO
610,2021-0012,1,2021-01-29,2021,1,29,20:07:22,20,AU DELLEPIANE Y GUAMINI,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",GUAMINI,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8,PEATON-AUTO,PEATON,AUTO
611,2021-0013,1,2021-01-31,2021,1,31,06:10:00,6,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,"FALCON, RAMON L.,CNEL.",OLIVERA AV.,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
612,2021-0014,1,2021-02-02,2021,2,2,00:50:00,0,SAN MARTIN AV. Y NOGOYA,AVENIDA,SAN MARTIN AV.,NOGOYA,SAN MARTIN AV. y NOGOYA,15,PEATON-AUTO,PEATON,AUTO
613,2021-0015,1,2021-02-06,2021,2,6,03:05:00,3,SAN MARTIN AV. Y TINOGASTA,AVENIDA,SAN MARTIN AV.,TINOGASTA,SAN MARTIN AV. y TINOGASTA,15,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
614,2021-0016,1,2021-02-14,2021,2,14,05:50:00,5,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","DE LA TORRE, LISANDRO","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
615,2021-0017,1,2021-02-17,2021,2,17,04:10:00,4,SALTA Y CASEROS AV.,AVENIDA,SALTA,CASEROS AV.,SALTA y CASEROS AV.,1,MOTO-PASAJEROS,MOTO,PASAJEROS
616,2021-0018,1,2021-02-20,2021,2,20,19:00:00,19,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,"JAURES, JEAN","PERON, JUAN DOMINGO, TTE. GENERAL","JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3,PEATON-AUTO,PEATON,AUTO
617,2021-0019,1,2021-02-21,2021,2,21,01:20:00,1,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV.","TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
618,2021-0020,1,2021-02-21,2021,2,21,15:00:00,15,POTOSI Y GASCON,CALLE,POTOSI,GASCON,POTOSI y GASCON,5,PEATON-CARGAS,PEATON,CARGAS
619,2021-0021,1,2021-02-26,2021,2,26,05:30:00,5,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,"YRIGOYEN, HIPOLITO",24 DE NOVIEMBRE,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
620,2021-0022,1,2021-02-28,2021,2,28,12:00:00,12,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,DEL LIBERTADOR AV.,ROOSEVELT FRANKLIN D.,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13,PASAJEROS-SD,PASAJEROS,SD
621,2021-0023,1,2021-03-01,2021,3,1,09:20:00,9,"AU BUENOS AIRES LA PLATA  KM 4,5",AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,Sin Cruce,"AU BUENOS AIRES LA PLATA  KM 4,5",4,MOTO-CARGAS,MOTO,CARGAS
622,2021-0024,1,2021-03-03,2021,3,3,16:30:00,16,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,"PERON, EVA AV.",PIEDRA BUENA AV.,"PERON, EVA AV. y PIEDRA BUENA AV.",9,BICICLETA-CARGAS,BICICLETA,CARGAS
623,2021-0025,1,2021-03-11,2021,3,11,03:45:00,3,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",GRAL PAZ,"PAZ, GRAL. AV.",AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8,MOTO-OTRO,MOTO,OTRO
624,2021-0026,1,2021-03-15,2021,3,15,02:35:00,2,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin Cruce,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
625,2021-0027,1,2021-03-16,2021,3,16,15:30:00,15,"PAZ, GRAL. AV. y DONADO",GRAL PAZ,"PAZ, GRAL. AV.",DONADO,"PAZ, GRAL. AV. y DONADO",12,MOTO-CARGAS,MOTO,CARGAS
626,2021-0028,1,2021-03-29,2021,3,29,17:20:00,17,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,COREA AV.,"TORRES Y TENORIO, PRES.","COREA AV. y TORRES Y TENORIO, PRES.",7,PEATON-PASAJEROS,PEATON,PASAJEROS
627,2021-0029,1,2021-03-31,2021,3,31,18:05:00,18,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,"FALCON, RAMON L.,CNEL.",SAN PEDRITO AV.,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7,AUTO-AUTO,AUTO,AUTO
628,2021-0030,1,2021-04-03,2021,4,3,18:30:00,18,FINOCHIETTO ENRIQUE DR. 1623,CALLE,FINOCHIETTO ENRIQUE DR.,Sin Cruce,FINOCHIETTO ENRIQUE DR. 1623,4,PEATON-PASAJEROS,PEATON,PASAJEROS
629,2021-0031,1,2021-04-07,2021,4,7,10:29:00,10,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,9 DE JULIO AV.,INDEPENDENCIA AV.,9 DE JULIO AV. e INDEPENDENCIA AV.,1,PEATON-CARGAS,PEATON,CARGAS
630,2021-0032,1,2021-04-10,2021,4,10,19:55:00,19,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,"CANTILO, INT.","GUIRALDES, INT.","CANTILO, INT. y GUIRALDES, INT.",13,PEATON-MOTO,PEATON,MOTO
631,2021-0033,1,2021-04-14,2021,4,14,17:50:00,17,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin Cruce,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
632,2021-0034,1,2021-04-19,2021,4,19,14:40:00,14,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,"ALCORTA, AMANCIO AV.",ZAVALETA,"ALCORTA, AMANCIO AV. y ZAVALETA",4,MOTO-CARGAS,MOTO,CARGAS
633,2021-0035,1,2021-05-03,2021,5,3,09:20:00,9,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,"JANER, ANA MARIA",LAFUENTE AV.,"JANER, ANA MARIA y LAFUENTE AV.",8,MOTO-CARGAS,MOTO,CARGAS
634,2021-0036,1,2021-05-09,2021,5,9,06:00:00,6,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",GRAL PAZ,"PAZ, GRAL. AV.",MOSCONI GENERAL AV.,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
635,2021-0037,1,2021-05-11,2021,5,11,07:10:00,7,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,MONROE,"BALBIN, RICARDO, DR. AV.","MONROE y BALBIN, RICARDO, DR. AV.",13,PEATON-PASAJEROS,PEATON,PASAJEROS
636,2021-0038,1,2021-05-14,2021,5,14,11:40:00,11,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,"JUSTO, JUAN B. AV.",SANTA FE AV.,"JUSTO, JUAN B. AV. y SANTA FE AV.",14,MOTO-CARGAS,MOTO,CARGAS
637,2021-0039,1,2021-05-15,2021,5,15,12:09:00,12,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,OLIDEN,"ALBERDI, JUAN BAUTISTA AV.","OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,BICICLETA-AUTO,BICICLETA,AUTO
638,2021-0040,1,2021-05-20,2021,5,20,05:50:00,5,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,MOTO-AUTO,MOTO,AUTO
639,2021-0041,1,2021-05-20,2021,5,20,08:30:00,8,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,DEL LIBERTADOR AV.,CASARES AV.,DEL LIBERTADOR AV. y CASARES AV.,14,PEATON-PASAJEROS,PEATON,PASAJEROS
640,2021-0042,1,2021-05-21,2021,5,21,05:00:00,5,RIVADAVIA AV. 10900,AVENIDA,RIVADAVIA AV.,Sin Cruce,RIVADAVIA AV. 10900,9,PEATON-PASAJEROS,PEATON,PASAJEROS
641,2021-0043,1,2021-05-22,2021,5,22,18:26:00,18,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",PILAR,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,PEATON-AUTO,PEATON,AUTO
642,2021-0044,1,2021-05-25,2021,5,25,02:00:00,2,"PERON, EVA AV. Y ACOSTA, MARIANO",AVENIDA,"PERON, EVA AV.","ACOSTA, MARIANO","PERON, EVA AV. y ACOSTA, MARIANO",9,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
643,2021-0045,1,2021-05-26,2021,5,26,17:24:00,17,AU FRONDIZI Y SUAREZ AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin Cruce,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,MULTIPLE,MOTO,MULTIPLE
644,2021-0046,1,2021-05-31,2021,5,31,02:00:00,2,EL CANO AV. Y GUZMAN AV.,AVENIDA,ELCANO AV.,GUZMAN AV.,ELCANO AV. y GUZMAN AV.,15,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
645,2021-0047,1,2021-06-02,2021,6,2,16:00:00,16,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,"VEDIA, AGUSTIN DE","RABANAL, FRANCISCO, INTENDENTE AV.","VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,MOTO-AUTO,MOTO,AUTO
646,2021-0048,1,2021-06-03,2021,6,3,09:58:00,9,CAPDEVILLA Y CONGRESO AV.,AVENIDA,CAPDEVILA,CONGRESO AV.,CAPDEVILA y CONGRESO AV.,12,BICICLETA-AUTO,BICICLETA,AUTO
647,2021-0049,1,2021-06-03,2021,6,3,20:30:00,20,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Sin Cruce,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,AUTO-AUTO,AUTO,AUTO
648,2021-0050,1,2021-06-10,2021,6,10,13:30:00,13,DEL LIBERTADOR AV. 5958,AVENIDA,DEL LIBERTADOR AV.,Sin Cruce,DEL LIBERTADOR AV. 5958,13,MOTO-PASAJEROS,MOTO,PASAJEROS
649,2021-0051,1,2021-06-15,2021,6,15,19:20:00,19,27 DE FEBRERO AV. Y EREZCANO AV.,AVENIDA,27 DE FEBRERO AV.,EREZCANO AV.,27 DE FEBRERO AV. y EREZCANO AV.,4,PEATON-CARGAS,PEATON,CARGAS
650,2021-0052,1,2021-06-20,2021,6,20,05:40:00,5,"PAZ, GRAL. AV. 14723",GRAL PAZ,"PAZ, GRAL. AV.",Sin Cruce,"PAZ, GRAL. AV. 14723",8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
651,2021-0053,1,2021-06-20,2021,6,20,12:00:00,12,CORRIENTES AV. 5783,AVENIDA,CORRIENTES AV.,Sin Cruce,CORRIENTES AV. 5783,15,PEATON-BICICLETA,PEATON,BICICLETA
652,2021-0054,1,2021-06-22,2021,6,22,14:44:00,14,TABARE Y EREZCANO,CALLE,TABARE,EREZCANO,TABARE y EREZCANO,4,MOTO-CARGAS,MOTO,CARGAS
653,2021-0055,1,2021-06-29,2021,6,29,12:20:00,12,CORRIENTES AV. Y PUEYRREDOR AV.,AVENIDA,CORRIENTES AV.,PUEYRREDON AV.,CORRIENTES AV. y PUEYRREDON AV.,3,MOTO-CARGAS,MOTO,CARGAS
654,2021-0056,1,2021-07-09,2021,7,9,23:25:00,23,"CORRALES Y MORENO, PERITO AV.",AVENIDA,CORRALES,"MORENO, PERITO AV.","CORRALES y MORENO, PERITO AV.",4,BICICLETA-AUTO,BICICLETA,AUTO
655,2021-0057,1,2021-07-10,2021,7,10,23:30:00,23,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",AUTOPISTA,AUTOPISTA ARTURO ILLIA,Sin Cruce,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
656,2021-0058,1,2021-07-21,2021,7,21,00:40:00,0,AV. GRAL. PAZ Y VEDIA,GRAL PAZ,"PAZ, GRAL. AV.",VEDIA,"PAZ, GRAL. AV. y VEDIA",12,PEATON-AUTO,PEATON,AUTO
657,2021-0059,1,2021-07-22,2021,7,22,01:20:00,1,"GARAY, JUAN DE AV. 2269",AVENIDA,"GARAY, JUAN DE AV.",Sin Cruce,"GARAY, JUAN DE AV. 2269",3,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
658,2021-0060,1,2021-07-22,2021,7,22,12:30:00,12,"SALGUERO, JERONIMO Y RIVADAVIA AV.",AVENIDA,"SALGUERO, JERONIMO",RIVADAVIA AV.,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,PEATON-PASAJEROS,PEATON,PASAJEROS
659,2021-0061,1,2021-07-24,2021,7,24,09:15:00,9,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",AVENIDA,"MORENO, PERITO AV.","ALCORTA, AMANCIO AV.","MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,PEATON-CARGAS,PEATON,CARGAS
660,2021-0062,1,2021-07-27,2021,7,27,07:16:00,7,LA PLATA AV. 2723,AVENIDA,LA PLATA AV.,Sin Cruce,LA PLATA AV. 2723,4,AUTO-CARGAS,AUTO,CARGAS
661,2021-0063,1,2021-08-02,2021,8,2,04:40:00,4,"ALBERDI, JUAN BAUTISTA AV. 2906",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Sin Cruce,"ALBERDI, JUAN BAUTISTA AV. 2906",7,AUTO-AUTO,AUTO,AUTO
662,2021-0064,1,2021-08-02,2021,8,2,20:00:00,20,"PAZ, GRAL. AV. Y TONELERO",GRAL PAZ,"PAZ, GRAL. AV.",TONELERO,"PAZ, GRAL. AV. y TONELERO",9,PEATON-CARGAS,PEATON,CARGAS
663,2021-0065,1,2021-08-06,2021,8,6,08:30:00,8,Av. SAN JUAN Y AV. LA PLATA,AVENIDA,SAN JUAN AV.,LA PLATA AV.,SAN JUAN AV. y LA PLATA AV.,6,PEATON-PASAJEROS,PEATON,PASAJEROS
664,2021-0066,1,2021-08-06,2021,8,6,20:00:00,20,Av. LOPE DE VEGA Y AV. GRAL. PAZ,AVENIDA,LOPE DE VEGA AV.,"PAZ, GRAL. AV.","LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,PEATON-PASAJEROS,PEATON,PASAJEROS
665,2021-0067,1,2021-08-08,2021,8,8,09:29:00,9,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin Cruce,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
666,2021-0068,1,2021-08-15,2021,8,15,06:10:00,6,"BEIRO, FRANCISCO AV. 5071",AVENIDA,"BEIRO, FRANCISCO AV.",Sin Cruce,"BEIRO, FRANCISCO AV. 5071",11,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
667,2021-0069,1,2021-08-20,2021,8,20,17:15:00,17,AV. SANTA FE 3428,AVENIDA,SANTA FE AV.,Sin Cruce,SANTA FE AV. 3428,14,PEATON-AUTO,PEATON,AUTO
668,2021-0070,1,2021-08-28,2021,8,28,08:30:00,8,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",AVENIDA,"CHILAVERT, MARTINIANO, CORONEL",VARELA AV.,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,MOTO-CARGAS,MOTO,CARGAS
669,2021-0071,1,2021-08-31,2021,8,31,16:00:00,16,SAN LUIS 2730,CALLE,SAN LUIS,Sin Cruce,SAN LUIS 2730,3,PEATON-MOTO,PEATON,MOTO
670,2021-0072,1,2021-09-01,2021,9,1,19:10:00,19,CALLAO AV. Y PARAGUAY,AVENIDA,CALLAO AV.,PARAGUAY,CALLAO AV. y PARAGUAY,2,PEATON-AUTO,PEATON,AUTO
